---,LOKASI,TERMINAL,ZONA,IP Address,MINI PC,,,,,,,,,,,MONITOR,,,,,,,,,
,,,,,Buatan,Merk,Model,S/N,Support Port,Disk Capacity,Ram Capacity,OS,Tahun Pengadaan,Kondisi (%),Status Garansi,Buatan,Merk,Model,S/N,Support Port,Ukuran (Inch),Tahun Pengadaan,Kondisi (%),Status Garansi,
435,General Arrival East Lobby T3-DOM,3U-DOM,Arrival,172.17.148.242,China,HP,Thin Client t640,8CN2390F74,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,18-11-2025,China,BOE,SR65AA,MBVE09270082,3 HDMI,"65""",2022,Normal 90%,,
436,Parkir Lantai 3 Display 01 Dalam T3-INT,3U-DOM,Arrival,172.17.150.128,China,HP,Thin Client Elite t655,8CG5063T7T ,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2025,Normal 100%,,Korea,LG,65UQ751C0SF,211INNG6U479,2 HDMI,"65""",2019,Normal 80%,,
437,Parkir Lantai 3 Display 01 Luar T3-INT,3U-INT,Parkir,,,,,,,,,,,,,China,BOE,SR65AA,MBVD07010009,3HDMI,"65""",2023,Normal 70%,,
438,Parkir Lantai 3 Display 02 Dalam T3-INT,3U-INT,Parkir,172.17.150.129,China,CYCRONE,MPC X3700,E000141200251,"1 HDMI, 1 VGA",8 GB,4 GB,Lubuntu,2016,Normal 50%,,Korea,LG,65UH5C,707KCUK1H094,"HDMI, DP, DVI","65""",2019,Normal 80%,,
439,Parkir Lantai 3 Display 02 Luar T3-INT,3U-INT,Parkir,,,,,,,,,,,,,Korea,LG,65LUH5C,805KCEAKY156,"2 HDMI, 1 DP, 1 DVI-D","65""",2014,70%,,
440,Parkir Lantai 3 Display 03 Dalam T3-INT,3U-INT,Parkir,172.17.150.130,China,HP,Thin Client Elite t655,8CG42730Y9 ,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 90%,,Korea,LG,65UN7300PTC,105INDP6G306,2 HDMI,"65""",2019,Normal 70%,,
441,Parkir Lantai 3 Display 03 Luar T3-INT,3U-INT,Parkir,,,,,,,,,,,,,Korea,LG,65UQ751C0SF,211INWA6U481,"2 HDMI, 1 DP, 1DVI","65""",2019,Normal 70%,,
442,Parkir Lantai 3 Display 04 Dalam T3-INT,3U-INT,Parkir,172.17.150.131,China,HP,Thin Client Elite t655,8CG5063T7Q,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2025,Normal 100%,,Korea,BOE,SR65AA,MBVE09270081,2 HDMI,"65""",2025,Normal 100%,,
443,Parkir Lantai 3 Display 04 Luar T3-INT,3U-INT,Parkir,,,,,,,,,,,,,Korea,LG,65UN7300PTC,105INGQ6G351,2 HDMI,"65""",2019,Normal 70%,,
444,Parkir Lantai 3 Display 01 Dalam T3-DOM,3U-DOM,Parkir,172.17.148.191,China,HP,Thin Client t640,G6PY802004J2,"1 HDMI, 1VGA",120 GB,4 GB,Lubuntu,2016,Normal 50%,,Korea,LG,65UQ751C0SF,211INUB6U454,2 HDMI,"65""",2019,Normal 80%,,
445,Parkir Lantai 3 Display 01 Luar T3-DOM,3U-DOM,Parkir,,,,,,,,,,,,,China,BOE,SR65AA,MBVD07010001,3HDMI,"65""",2023,Normal 70%,,
446,Parkir Lantai 3 Display 02 Dalam T3-DOM,3U-DOM,Parkir,172.17.148.192,China,HP,Thin Client Elite t655,8CG3452KDN,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,,Korea,LG,65UN7300PTC,105INQU6G252,2 HDMI,"65""",2019,Normal 70%,,
447,Parkir Lantai 3 Display 02 Luar T3-DOM,3U-DOM,Parkir,,,,,,,,,,,,,China,BOE,SR65AA,MBVD07010002,3HDMI,"65""",2023,Normal 70%,,
448,Parkir Lantai 3 Display 03 Dalam T3-DOM,3U-DOM,Parkir,172.17.148.193,China,INTELNUC,NUC5CPYH,F44D306CDB26,"1 HDMI, 1VGA",120 GB,4 GB,Lubuntu,2016,Normal 50%,,China,BOE,SR65AA,MBVD07010005,3HDMI,"65""",2023,Normal 70%,,
449,Parkir Lantai 3 Display 03 Luar T3-DOM,3U-DOM,Parkir,,,,,,,,,,,,,Korea,LG,65UQ751C0SF,411KCMR1K659,"3 HDMI,VGA1","65""",2019,Normal 70%,,
450,Parkir Lantai 3 Display 04 Dalam T3-DOM,3U-DOM,Parkir,172.17.148.194,China,CYCRONE,MPC X3700,E000141200111,"1 HDMI, 1 VGA",8 GB,4 GB,Lubuntu,2016,Normal 50%,,Korea,LG,65U57300PTC,105INQU6G252,"2 HDMI, 1 DP, 1DVI","65""",2022,Normal 70%,,
451,Parkir Lantai 3 Display 04 Luar T3-DOM,3U-DOM,Parkir,,,,,,,,,,,,,Korea,LG,65UQ751C0SF,211INBS30621,"2 HDMI, 1 DP, 1DVI","65""",2022,Normal 70%,,
452,General Arrival Gate 1 Blue Bird T3-INT,3U-INT,Arrival,172.17.151.169,.,.,.,8CN91608KC,"1 HDMI, 1VGA",120 GB,4 GB,Windows 10,2016,Normal 50%,,China,BOE,SR65AA,MBVE09270076,3HDMI,"65""",2025,Normal 100%,,
453,General Arrival Pier 1 (Ex : Pintu 01 Arrival (SkyTrain) Display 01 T3-INT),3U-INT,Arrival,172.17.151.99,.,.,.,,,,,,,,,,,,,,,,,,
454,General Departure Pintu 01 Arrival (SkyTrain) Disp 2,3U-INT,Arrival,172.17.151.100,.,.,.,1706631333,"1 HDMI, 1 LAN",120 GB,4 GB,Ubuntu,2016,Normal 50%,,China,LG,55SM5KC,702KCLH65280,"3 HDMI, 2DP, 1DVI","55""",2016,,,
455,General Departure Pintu 01 Arrival (SkyTrain) Disp 3,3U-INT,Arrival,172.17.151.102,.,.,.,8CN32508LC,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,15-08-2026,China,LG,55SM5KC,703KCTB4P113,"3 HDMI, 2DP, 1DVI","55""",2016,,,
456,General Arrival Pintu 03 Luar T3-DOM,3U-DOM,Arrival,172.17.151.106,.,.,.,8CN23001V4,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,15-09-2025,China,BOE,LDV55AAAXX,D550134AA2Z0600136,"3 HDMI, ","55""",2022,Normal 90%,,
457,General Arrival Pintu 03 Dalam T3-DOM Dalam,3U-DOM,Arrival,172.17.151.120,.,.,.,8CN25202G8,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,18-02-2026,China,BOE,DV55A-A,D550134AA290200009,"3 HDMI, 2DP, 1DVI","55""",2023,Normal 90%,,
458,General Arrival Pintu 04 Display 01 T3-DOM,3U-DOM,Arrival,172.17.149.117,.,.,.,E000141201126,"1HDMI, 1VGA",8 GB,4 GB,Ubuntu,2016,Normal 50%,,China,BOE,DV55A-A,D550134AA2Z0600151,3HDMI,"55""",2022,Normal 80%,,
459,General Arrival Pintu 04 Display 02 T3-DOM,3U-DOM,Arrival,172.17.149.112,.,.,.,8CN2490GP6,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,03-02-2026,China,BOE,DV55A-A,D550134AA2Z0600122,3 HDMI,"55""",2016,Normal 100%,,
460,General Arrival Pintu 05 Display 01 T3-DOM Luar,3U-DOM,Arrival,172.17.149.114,China,HP,Thin Client t630,8CN91608G1,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2021,Normal 90%,,China,BOE,LDV55AAAXX,D550134AA2Z0600010,3HDMI,"55""",2024,Normal 100%,,
461,General Arrival Pintu 05 Display 02 T3-DOM Luar,3U-DOM,Arrival,172.17.149.115,China,HP,Thin Client Elite t655,8CG42730XQ,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,China,BOE,LDV55AAAXX,D550134AA2Z0600109,2 HDMI,"55""",2024,Normal 100%,,
462,General Departure 3 Icon Display 01 T3-DOM,3U-DOM,Arrival,172.17.149.129,.,.,.,E500141200226,"1 HDMI, 1 LAN",8 GB,4 GB,Ubuntu,2016,Normal 50%,,China,BOE,LDV55AAAXX,D550134AA2Z0600125 ,2 HDMI,"55""",2024,Normal 100%,,
463,General Departure 3 Icon Display 02 T3-DOM,3U-DOM,Arrival,172.17.149.131,.,.,.,8CG3452KDQ,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,,China,BOE,LDV55AAAXX,D550134AA2Z0600073,"2 HDMI, 1DP","55""",2024,Normal 100%,,
464,General Departure 3 Icon Display 03 T3-DOM,3U-DOM,Arrival,172.17.149.132,China,HP,Thin Client Elite t655,8CG5080SDF,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2025,Normal 100%,,China,BOE,LDV55AAAXX,D550134AA2Z0600052,"3 HDMI, 1DP","55""",2024,Normal 100%,,
465,General Arrival Pintu 04 T3-DOM (Depan Alfa Express),3U-DOM,Arrival,172.17.149.190,China,HP,Thin Client Elite t655,8CG42730XF,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,China,BOE,LDV55AAAXX,D550134AA2Z0600139,3HDMI,"55""",2022,Normal 100%,,
466,General Arrival Pintu 04T3-DOM,3U-DOM,Arrival,172.17.149.113,China,HP,Thin Client t640,8CN2490GQF,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,03-02-2026,China,LG,55UH5F,009INEW6S116,"3 HDMI, 2DP, 1DVI","55""",2017,Normal 80%,,
467,General Arrival Pintu 05 T3-DOM,3U-DOM,Arrival,172.17.149.138,China,HP,Thin Client Elite t655,8CG5063T7K,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2025,Normal 90%,,China,LG,55SM5KC,710KCDG03714,"3 HDMI, 2DP, 1DVI","55""",2017,Normal 70%,,
468,General Checkin Big Screen INT Depan Pintu3 01,3U-DOM,Checkin,172.17.148.176,.,.,.,Filled By O.E.M,"1 VGA, 1 DPI, 3 USB Type A, 1 LAN",250 GB,4 GB,Lubuntu,2019,Normal 80%,,China,LG,55LV35A,411KCAS15992,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
469,,,,,.,.,.,,,,,,,,,China,LG,55LV35A,706KCUK15374,"1 HDMI, 2 DVI, 1 RGB","55""",2023,03-04-2026,,
470,,,,,.,.,.,,,,,,,,,China,LG,55LV35A,502KCAS1H832,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
471,,,,,.,.,.,,,,,,,,,China,LG,55LV35A,412KCNL9Q487,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
472,,,,,.,.,.,,,,,,,,,China,LG,55LV35A,411KCWC15993,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
473,,,,,.,.,.,,,,,,,,,China,LG,55LV35A,504KCNL5E967,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
474,,,,,.,.,.,,,,,,,,,China,LG,55LV35A,412KCFT9Q491,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
475,,,,,.,.,.,,,,,,,,,China,LG,55LV35A,412KCBD9Q493,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
476,General Checkin Big Screen DOM Depan Pintu3 02,3U-INT,Checkin,172.17.148.177,.,.,.,G6BN82100G7P,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Lubuntu,2019,Normal 80%,,China,LG,55LV35A,412KCXM9Q490,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
477,,,,,.,.,.,,,,,,,,,China,LG,55LV35A,502KCJZ1H836,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
478,,,,,.,.,.,,,,,,,,,China,LG,55LV35A,412KCWC9Q489,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
479,,,,,.,.,.,,,,,,,,,China,LG,55LV35A,412KCAS9Q488,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
480,,,,,.,.,.,,,,,,,,,China,LG,55LV35A,412KCSF25278,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
481,,,,,.,.,.,,,,,,,,,China,LG,55LV35A,412KCTB25281,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
482,,,,,.,.,.,,,,,,,,,China,LG,55LV35A,411KCEA15988,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
483,,,,,.,.,.,,,,,,,,,China,LG,55LV35A,412KCGW25279,"1 HDMI, 2 DVI, 1 RGB","55""",2016,,,
484,Gen Arrival T3U OIC (kanan),3U-DOM,Checkin,172.17.149.199,China,CYCRONE,D945GSEJT,E000141200124,"1 HDMI, 1 VGA",8 GB,4 GB,Lubuntu,2016,,,Korea,SAMSUNG,UA40J5000AK,0AAK3RAH501852Z,"3 HDMI, 2DP, 1DVI","40""",2015,,,
485,Gen Arrival T3U OIC (kiri),3U-DOM,Office,172.17.149.200,China,ZOTAC,ZBOX-ID18,G142100002542,"1 HDMI, 1 VGA",8 GB,4 GB,Lubuntu,2016,,,Korea,SAMSUNG,UA40J5000AK,0AAK3RAH506327Y,"4 HDMI, 2DP, 1DVI","40""",2015,,,
486,Shelter APMS Bawah Curbside Gate 2 T3-INT,3U-INT,Shelter,172.17.150.105,China,HP,Thin Client,8CN1010LQ5,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,01-03-2024,Korea,LG,55UP7550PTC,205INBS3629,1HDMI,"55""",2021,Normal 80%,,
487,Shelter APMS Bawah Curbside Gate 3 T3-DOM,3U-DOM,Shelter,172.17.149.34,China,Intel NUC,NUC5CPYH,G6PY80200229,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Lubuntu,2019,Normal 80%,,Korea,LG,55UP7550PTC,206INJL5Q732,1HDMI,"55""",2021,Normal 80%,,
488,Boarding Gate 1D T3-INT,3U-INT,Boarding,172.17.151.125,China,DELL,"wyse, N07D001",63CA559X5J2,"7 USB Type A, 3 DP,  1 RGB",120 GB,4 GB,INALIX,2018,Normal 80%,,Korea,LG,43SM5KD,807KCLHMG144,"3 HDMI, 2DP, 1DVI","43""",2021,Normal 80%,,
489,Boarding Gate 1C T3-INT,3U-INT,Boarding,172.17.151.123,China,DELL,"wyse, N07D001", 63CA556X5J2,"7 USB Type A, 3 DP,  1 RGB",120 GB,4 GB,INALIX,2018,Normal 80%,,Korea,LG,43SM5KD,807KCCVMG043,"3 HDMI, 2DP, 1DVI","43""",2021,Normal 80%,,
490,Boarding Gate 1B T3-INT,3U-INT,Boarding,172.17.151.122,China,DELL,"wyse, N07D001",63CA556Y5J2,"7 USB Type A, 3 DP,  1 RGB",120 GB,4 GB,INALIX,2018,Normal 80%,,Korea,LG,43SM5KD,807KCSFMG070,"3 HDMI, 2DP, 1DVI","43""",2021,Normal 80%,,
491,Boarding Gate 1A T3-INT,3U-INT,Boarding,172.17.151.121,China,DELL,"wyse, N07D001",63CA557Y5J2,"7 USB Type A, 3 DP,  1 RGB",120 GB,4 GB,INALIX,2018,Normal 80%,,Korea,LG,43SM5KD,807KCUKMG078,"3 HDMI, 2DP, 1DVI","43""",2021,Normal 80%,30-01-2026,
492,General Boarding Lorong Gate 1A-1D T3-INT,3U-INT,Boarding,172.17.151.124,China,INTELNUC,NUC5CPYH,63CA554Y5J2,"7 USB Type A, 3 DP,  1 RGB",120 GB,4 GB,INALIX,2018,Normal 80%,,Korea,LG,43SM5KD,807KCMRMG147,"3 HDMI, 2DP, 1DVI","43""",2021,Normal 80%,02-05-2026,
493,General Boarding Pixel SCP2-DOM,3U-INT,Boarding,172.17.149.155,China,GIGABYTE,GB-Si3HAL-6100,1624530614,"1 HDMI, 1 LAN",120 GB,4 GB,Ubuntu,2018,Normal 50%,,,,,,,,,,,
494,FIDS Ruang OD INT Display 2 Kiri,3U-INT,Office,172.17.150.123,China,GIGABYTE,GB-Si3HAL-6100,1633630408,"1 HDMI, 1 LAN",120 GB,4 GB,Ubuntu,2018,Normal 50%,,Korea,LG,42LS35A,411KCNL16207,"1 HDMI, 2 DVI, 1 RGB","42""",2014,Normal 80%,,
495,FIDS Ruang OD INT Display 1 Kanan,3U-INT,Office,172.17.150.122,China,MINIX,NEO Z64-W10,JZ64W10B16202433,"1 HDMI, 1 LAN",32 GB,4 GB,Windows ,2018,Normal 50%,,Korea,LG,42LS35A,411KCLH16104,"1 HDMI, 2 DVI, 1 RGB","42""",2014,Normal 80%,,
496,FIDS Ruang OD DOM Display 1,3U-DOM,,,China,CYCRONE,D945GSEJT,E000141200910,"1 HDMI, 1 VGA",8 GB,4 GB,Lubuntu,2016,Normal 40%,,Korea,LG,43LT340C0TB,003INHZ6K257,2 HDMI,"43""",2022,Normal 90%,,
497,Pier 1 Ext Gate 2D,3U-INT,Boarding,171.17.151.130,China,DELL,"wyse, N07D001",63CA558Y5J2,"7 USB Type A, 3 DP,  1 RGB",120 GB,4 GB,INALIX,2016,Normal 80%,,Korea,LG,43SM5KD-B,807KCDGMG074,"3 HDMI, 2DP, 1DVI","43""",2021,Normal 80%,,
498,Pier 1 Ext Gate 2C,3U-INT,Boarding,172.17.151.132,China,DELL,"wyse, N07D001",63CA55906J2,"7 USB Type A, 3 DP,  1 RGB",120 GB,4 GB,INALIX,2016,Normal 80%,,Korea,LG,43SM5KD-B,807KCXMMG082,"3 HDMI, 2DP, 1DVI","43""",2021,Normal 80%,,
499,Pier 1 Ext Gate 2B,3U-INT,Boarding,172.17.151.131,China,HP,Thin Client,8CN1010LP2,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2021,Normal 80%,30-05-2024,Korea,LG,43SM5KD-B,807KCCVMG139,"3 HDMI, 2DP, 1DVI","43""",2021,Normal 80%,,
500,Pier 1 Ext Gate 2A,3U-INT,Boarding,172.17.151.127,China,DELL,"wyse, N07D001",63CA556Z5J2,"7 USB Type A, 3 DP,  1 RGB",120 GB,4 GB,INALIX,2016,,,Korea,LG,43SM5KD-B,807KCNLMG079,"3 HDMI, 2DP, 1DVI","43""",2021,Normal 80%,03-04-2026,
501,General Boarding Lorong Gate 2A-2D T3-INT,3U-INT,Boarding,172.17.151.126,China,DELL,"wyse, N07D001",63CA557X5J2,"8 USB Type A, 3 DP,  1 RGB",121 GB,4 GB,INALIX,2016,,,Korea,LG,43SM5KD-B,807KCBDMG133,"3 HDMI, 2DP, 1DVI","43""",2021,Normal 80%,,
502,General Arrival Gate 1 BlueBird T3-INT,3U-INT,Arrival,172.17.151.169,China,HP,Thin Client t630,8CN91608KC,"2 DP, 1 RGB, 4 USB, 1 LAN",60 GB,8 GB,Windows 10,2021,Normal 80%,12-06-2022,Korea,LG,65UH5C,707KCZP1H061,"2 HDMI, 1 DP, 1DVI","65""",2017,Normal 80%,,
503,West Lobby Depan Money Changer Display 1,3U-INT,Arrival,172.17.150.171,China,HP,Thin Client t640,8CN32508LD,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 80%,15-08-2026,China,BOE,LDV55AAAXX,D550134AA2Z0600070,2 HDMI,"55""",2023,Normal 95%,,
504,West Lobby Depan Money Changer Display 2,3U-INT,Arrival,172.17.150.172,China,HP,Thin Client t640,8CN32508GC,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 80%,15-08-2026,China,BOE,LDV55AAAXX,D550134AA2Z0600056,2 HDMI,"55""",2023,Normal 95%,,
505,West Lobby Depan Money Changer Display 3,3U-INT,Arrival,172.17.150.173,China,HP,Thin Client t640,8CN32508KZ,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 80%,15-08-2026,China,BOE,LDV55AAAXX,D550134AA2Z0600127,2 HDMI,"55""",2023,Normal 95%,,
506,West Lobby Pilar 1 ,3U-INT,Arrival,172.17.150.174,China,HP,Thin Client t640,8CN32508KS,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Lubuntu,2023,Normal 90%,15-08-2026,China,BOE,SR75AA ,,2 HDMI,"75""",2023,Normal 95%,,
507,West Lobby Pilar 2,3U-INT,Arrival,172.17.150.175,China,HP,Thin Client t640,8CN32508G9,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Lubuntu,2023,Normal 90%,15-08-2026,China,BOE,SR75AA ,,2 HDMI,"75""",2023,Normal 95%,,
508,General Boarding Ruang Rekonsilasi avsec,3U-INT,Boarding,172.17.151.187,China,HP,Thin Client t640,,,,,,,,,,,,,,,,,,
509,General Arrival Pintu Exit Gate 1,3U-INT,Arrival,172.17.150.176,China,HP,Thin Client t640,8CN32508GG,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 95%,15-08-2026,China,BOE,SR75AA ,,2 HDMI,"75""",2023,Normal 95%,,
1,Manual Counter 1 Meja 1 Departure,3U-INT,Departure,,.,.,.,G6PY802002PT,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,,,,,LDV43AAAXX,D430132AA3Z2700008,2 HDMI,43,2025,Normal 95%,,
2,Manual Counter 1 Meja 2 Departure,3U-INT,Departure,,.,.,.,G6PY802002PT,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,windows 10,,,,,,,,,,,,,
3,Manual Counter 2 Meja 3 Departure,3U-INT,Departure,,.,.,.,8CN25202GG,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,,Korea,LG,43LW300C,610INUB2D374,2 HDMI,43,2016,Normal 70%,,
4,Manual Counter 2 Meja 4 Departure,3U-INT,Departure,,.,.,.,G6PY80200251,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,,,,,,,,,,,,
5,Manual Counter 3 Meja 5 Departure,3U-INT,Departure,,.,.,.,8CG3452KDG,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 95%,,,,,,,,,,,
6,Manual Counter 3 Meja 6 Departure,3U-INT,Departure,,.,.,.,G6PY802001YX,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,,,,,,,,,,,,
7,Manual Counter 4 Meja 7 Departure,3U-INT,Departure,,.,.,.,8CG3452KF3,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,,,,,,,,,,,,,
8,Manual Counter 4 Meja 8 Departure,3U-INT,Departure,,.,.,.,8CG40936GB,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,,,,,,,,,,
9,Manual Counter 5 Meja 9 Departure,3U-INT,Departure,,.,.,.,G6PY8020027V,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,2023,Normal 90%,,China,BOE,LDV43AAAXX,D430132AA310200127,3 HDMI,43,2022,Normal 100%,,
10,Manual Counter 5 Meja 10 Departure,3U-INT,Departure,,.,.,.,G6PY802004KN,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,,,China,BOE,LDV43AAAXX,D430132AA310200070,3 HDMI,43,2022,Normal 100%,,
11,Manual Counter 6 Meja 11 Departure,3U-INT,Departure,,.,.,.,8CG40935YY,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,,,,,,,,,,
12,Manual Counter 6 Meja 12 Departure,3U-INT,Departure,,.,.,.,G6PY8020081L,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,,,,,,,,,,,,
13,Manual Counter 7 Meja 13 Departure,3U-INT,Departure,,.,.,.,G6PY80200208,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,,,China,BOE,LDV43AAAXX,D430132AA310200025,3 HDMI,43,2022,Normal 100%,,
14,Manual Counter 7 Meja 14 Departure,3U-INT,Departure,,.,.,.,8CN1010LNK,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,,China,BOE,LDV43AAAXX,D430132AA310200082,3 HDMI,43,2022,Normal 100%,,
15,Manual Counter 8 Meja 15 Departure,3U-INT,Departure,,.,.,.,G6PY802007ZN,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,,,,,,,,,,,,
16,Manual Counter 8 Meja 16 Departure,3U-INT,Departure,,.,.,.,G6PY8020083L,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,,,,,,,,,,,,
17,Manual Counter 9 Meja 17 Departure,3U-INT,Departure,,.,.,.,8CN23001T4,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,,,,,,,,,,,,,
18,Manual Counter 9 Meja 18 Departure,3U-INT,Departure,,.,.,.,G6PY802001XP,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,Normal 90%,,,,,,,,,,,
19,Manual Counter 10 Meja 19 Departure,3U-INT,Departure,,.,.,.,G6PY8310017N,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,,,,,,,,,,,,
20,Manual Counter 10 Meja 20 Departure,3U-INT,Departure,,.,.,.,G6PY802007ZC,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,,,,,,,,,,,,
21,Manual Counter 11 Meja 21 Departure,3U-INT,Departure,,.,.,.,G6PY802002SM,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,,,Korea,LG,43SM5KE-B,111INDP5F962,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,05-07-2026,
22,Manual Counter 11 Meja 22 Departure,3U-INT,Departure,,.,.,.,G6PY802003LN,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,,,Korea,LG,43SM5KE-B,111INSEAV222,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,05-07-2026,
23,Manual Counter 12 Meja 23 Departure,3U-INT,Departure,,.,.,.,8CG3452KDZ,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 95%,,Korea,LG,43SM5KE-B,111INSE5G270,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,05-07-2026,
24,Manual Counter 12 Meja 24 Departure,3U-INT,Departure,,.,.,.,8CN1010LPZ,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,,,,,,,,,,,
25,Manual Counter 13 Meja 25 Departure,3U-INT,Departure,,.,.,.,8CG3452KF1,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,,,,,LG,43UH5F-HJ,101INTX00617,,"43""",,,,
26,Manual Counter 13 Meja 26 Departure,3U-INT,Departure,,.,.,.,8CN1010LP0,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,,,,,LG,43UH5F-HJ,101INTX00593,,"43""",,,,
27,Manual Counter 14 Meja 27 Departure,3U-INT,Departure,,.,.,.,1624630619,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,,,,,,,,,,,,
28,Manual Counter 14 Meja 28 Departure,3U-INT,Departure,,.,.,.,G6PY802007YP,"1 HDMI, 1 VGA, 4 USB Type A, 1 LAN",120 GB,4 GB,Windows 10,,,,,,,,,,,,,
